# HAN (c) Todt
ID	WCFS1.glc.over.NC8.glc	fdr.WCFS1.glc.over.NC8.glc
lp_1092	-0.462669612	0.1297816131
lp_1093	0.4112613143	0.2457253901
lp_1095	1.3325724252	1.42E-010
lp_1096	1.0982737183	1.87E-007
lp_1098	-0.125830085	0.7898481274
lp_1101	0.5981804364	0.0043502428
lp_1103	-0.1294840737	0.7043449341
lp_1105	0.3166448049	0.3321328182
lp_1106	0.1596034282	0.575151818
lp_1107	0.4139278313	0.0870292788
lp_1108	0.360824365	0.1218985626
lp_1109	0.4710333057	0.0203031849
lp_1112	0.1742182892	0.5870871551
lp_1113	-0.1931152669	0.5668169204
lp_1114	-0.2082184653	0.5407866256
lp_1115	-0.5044989406	0.0146036243
lp_1116	-0.4491774904	0.0826147448
lp_1118	-0.0486462118	0.9493913468
lp_1119	0.1834428507	0.801295948
lp_1120	0.1551937821	0.6351258765
lp_1121	0.0399330751	0.9489861993
lp_1123	0.1850589304	0.7806674436
lp_1124	-0.8029556168	0.0059900716
lp_1125	-0.4489693538	0.0265339667
lp_1126	-0.2493913172	0.3239164291
lp_1128	-0.0927596315	0.7676149593
lp_1129	0.0753495509	0.8086348835
lp_1132	-1.1086734111	4.97E-006
lp_1134	-0.0995052617	0.7858959085
lp_1135	0.3121093672	0.4016782828
lp_1136	-0.1588159587	0.6667943705
lp_1138	-0.084085368	0.8498217545
lp_1139	-0.0934677928	0.7443311202
lp_1140	-0.2214196452	0.3608147561
lp_1141	-0.093389129	0.766591382
lp_1144	0.0612278878	0.8536460939
lp_1145	-0.0865624955	0.8096463491
lp_1146	-0.0838576315	0.7781298054
lp_1147	-0.3767837469	0.0694235758
lp_1148	-0.0559674146	0.86902726
lp_1149	-0.0681000735	0.8312049976
lp_1150	-0.1806083389	0.5160619019
lp_1151	-0.0661996495	0.8205733285
lp_1153	-0.1151725477	0.7889922439
lp_1154	0.2763762679	0.2230041311
lp_1155	-0.0180283214	0.9714824517
lp_1156	0.0912001188	0.8078083559
lp_1157	0.3080945806	0.1493132673
lp_1158	0.3618746176	0.0949791718
lp_1159	0.0227179012	0.9675836331
lp_1160	0.0267802193	0.9803444631
lp_1161	-0.2175989119	0.3232244649
lp_1162	-0.424207918	0.0202067474
lp_1163	0.1851132308	0.7781298054
lp_1164	-0.5419407513	0.0191990115
lp_1165	-0.1900456067	0.5407866256
lp_1166	-0.1794199093	0.4276916291
lp_1168	-0.7308012387	0.0078122118
lp_1169	0.5393222014	0.0070075554
lp_1171	0.6137255768	0.1879153268
lp_1173	-0.1550663139	0.6351258765
lp_1174	-0.0283683893	0.9603283561
lp_1175	-0.0727190848	0.807577032
lp_1230	1.1806815055	1.41E-011
lp_1239	0.0967542323	0.7887037964
lp_1240	0.3181907697	0.1569460863
lp_1241	0.5044270306	0.0487565113
lp_1242	-1.6003003354	7.55E-005
lp_1243	-0.2636388333	0.4956291166
lp_1244	0.1798897214	0.6614903123
lp_1245	0.4688201406	0.0717333814
lp_1247	0.4146325769	0.0635854689
lp_1248	0.280514005	0.2435813155
lp_1249	-0.4539147324	0.1446190777
lp_1250	-0.6735889294	0.0110730696
lp_1251	0.028105123	0.9706615249
lp_1253	1.2417730418	2.21E-007
lp_1255	0.0594766402	0.8513704574
lp_1256	-0.4179691686	0.1928211443
lp_1257	-0.2413543508	0.4683832399
lp_1258	0.0169037456	0.9747642079
lp_1259	-0.0223878175	0.9706615249
lp_1260	0.0013358936	0.9989580377
lp_1262	-0.008644536	0.9830339981
lp_1263	0.0085512322	0.9832189537
lp_1264	0.3147420219	0.1751687195
lp_1265	0.3303635644	0.1496796545
lp_1267	0.1335321864	0.7443311202
lp_1268	-0.5151162407	0.2315215292
lp_1273	-0.2420985788	0.5785665033
lp_1274	-0.0697086746	0.8351068494
lp_1275	-0.0368567251	0.9190253151
lp_1276	0.1037970869	0.7194421912
lp_1277	-0.1766821396	0.4025363397
lp_1278	-0.249354934	0.2200014786
lp_1280	0.2229042516	0.4456335389
lp_1281	-0.0120621018	0.9747642079
lp_1289	0.1699541162	0.7792861612
lp_1290	-0.0385640163	0.9689288654
lp_1291	0.1528916908	0.6501176311
lp_1292	0.3347789217	0.0655502506
lp_1293	-0.164316998	0.719133933
lp_1295	-0.2579293732	0.5203692284
lp_1296	-0.0106923549	0.9813325706
lp_1297	-0.7636082231	0.0011461567
lp_1298	-1.2889876338	2.52E-007
lp_1299	0.3094013876	0.2058411874
lp_1300	-0.1851773999	0.5942491078
lp_1301	0.1594865332	0.5942491078
lp_1302	-0.6936418773	0.0004895783
lp_1310	-0.0576260802	0.9404169508
lp_1311	0.0035615932	0.9936673459
lp_1313	0.6724639779	0.0177790939
lp_1314	0.4664228874	0.0334228092
lp_1315	-0.0365936434	0.9416026503
lp_1316	0.0008055517	0.9992402294
lp_1317	-0.0888041735	0.7781298054
lp_1319	0.0235944277	0.9549292603
lp_1320	-0.2615403751	0.5373194947
lp_1321	0.1183844568	0.7212444292
lp_1322	0.1258329832	0.6465774007
lp_1324	0	1
lp_1325	0	1
lp_1326	0	1
lp_1327	-0.0898755353	0.8770298247
lp_1328	-0.2568183211	0.3969577662
lp_1329	0.216509389	0.4013899718
lp_1330	-0.1689920804	0.8513704574
lp_1332	0.1824461382	0.7032694171
lp_1333	0.3465689931	0.5160619019
lp_1334	0.130357819	0.7888370241
lp_1335	-0.2898502437	0.4025363397
lp_1336	-0.0461679725	0.9462932363
lp_1339	-0.5851043147	0.0297876171
lp_1341	0.2778559675	0.6415666213
lp_1342	0.220449496	0.5999866192
lp_1343	0.1132697546	0.8107505097
lp_1353	-0.6742114966	0.0859053701
lp_1354	-0.6666097835	0.0428354344
lp_1355	-0.6201556997	0.0053506283
lp_1356	-0.734921505	0.0289667807
lp_1357	0.0030846358	0.9934876429
lp_1358	0.0992825036	0.7889922439
lp_1360	-0.1750819495	0.5236317299
lp_1362	0.1262932087	0.7601630811
lp_1363	0.1407539107	0.7290939464
lp_1364	-0.0135651084	0.9747642079
lp_1369	0.1053696118	0.7888370241
lp_1370	-0.0705966785	0.8804349593
lp_1371	0.0452234911	0.8956189003
lp_1372	0.160519643	0.7702926719
lp_1373	0.2949753732	0.3067638157
lp_1374	-0.9917692797	0.0173658411
lp_1375	-1.8430185185	7.84E-010
lp_1377	-0.6772753832	0.0870292788
lp_1378	-0.8894114695	0.0351397147
lp_1379	-0.2859020767	0.5665163587
lp_1380	0.0695507605	0.9190253151
lp_1381	0.0597639446	0.9065251058
lp_1385	0	1
lp_1386	0.4744471817	0.1137940931
lp_1388	0.3136729761	0.7657216781
lp_1390	-0.0982475828	0.7845285832
lp_1391	-0.1899092362	0.4039915492
lp_1392	0	1
lp_1395	-0.4795370446	0.2145193581
lp_1403	0.2750869006	0.4604312618
lp_1406	0.2253246704	0.7107448666
lp_1407	0.3545265675	0.1664172256
lp_1409	0	1
lp_1410	-0.1441626134	0.6549836921
lp_1411	-0.0251912029	0.9623408074
lp_1412	0.2252859703	0.6081999202
lp_1413	-0.0376493505	0.9438763585
lp_1415	0.2830196959	0.6642970552
lp_1416	0.1526463803	0.6115167454
lp_1417	0.0728078137	0.8453123534
lp_1418	0.1231909639	0.6549743128
lp_1420	0	1
lp_1422	0.2885714542	0.4051563777
lp_1424	0.1217244507	0.8089931899
lp_1425	-0.3086090834	0.2788323749
lp_1426	0.3402259993	0.2457253901
lp_1427	-0.7588687782	0.0002514784
lp_1430	-0.8649632152	4.94E-005
lp_1431	-0.1928816749	0.5020676791
lp_1433	0.3344246089	0.3313088285
lp_1435	0.1078079783	0.7284737931
lp_1436	8.6009412423	4.99E-258
lp_1437	8.5326490527	1.43E-249
lp_1438	8.6776726582	1.23E-299
lp_1440	0	1
lp_1442	3.5636800641	2.30E-056
lp_1443	-0.9505991629	0.0001741243
lp_1445	1.420797136	1.48E-010
lp_1446	-0.0302813427	0.9726575967
lp_1447	0	1
lp_1448	0.0277024861	0.9747642079
lp_1449	0	1
lp_1450	-0.1126013988	0.8509684203
lp_1452	0.002822524	0.9936673459
lp_1453	0.1641547556	0.6311496967
lp_1454	-0.0527295217	0.8877114052
lp_1455	-0.3004075097	0.301635721
lp_1456	-0.1961324638	0.5203692284
lp_1457	-0.0435327049	0.8956189003
lp_1458	0.2000852893	0.4833531755
lp_1459	0.3626457313	0.0818924591
lp_1460	0.0490497785	0.8804349593
lp_1461	-0.0566367485	0.8619555409
lp_1462	-0.0813208347	0.7798862397
lp_1465	1.050787568	0.0012383933
lp_1466	0.7142528825	0.0023012696
lp_1467	1.0684149485	0.0051611041
lp_1468	0.1138811464	0.7557572062
lp_1469	0.3052841612	0.2618119788
lp_1470	0.309636044	0.1847237539
lp_1471	0.4496768418	0.091193378
lp_1472	0.8567597777	4.58E-007
lp_1482	-0.4352286529	0.1218985626
lp_1483	0.3998030536	0.091193378
lp_1507	0.1280679985	0.6249256633
lp_1508	0.0697900766	0.8098897521
lp_1509	0.0700608651	0.8536460939
lp_1510	-0.1377412111	0.6732178342
lp_1511	0.2094490942	0.4502473492
lp_1512	-0.0162872943	0.9706615249
lp_1513	0.049001808	0.8638271638
lp_1514	-0.129358852	0.6614903123
lp_1515	-0.0975571883	0.7485226127
lp_1516	0.0007280858	0.9995824822
lp_1517	0.1140599446	0.7772041357
lp_1518	0	1
lp_1519	-0.6960090601	0.0100736802
lp_1521	-0.6136384645	0.1485062538
lp_1522	0.3473745559	0.4120699926
lp_1523	-0.8140789905	0.0051600128
lp_1525	1.1148294275	0.0041204841
lp_1527	0.1426972294	0.6345739533
lp_1528	0.2535559735	0.2257096325
lp_1529	0.2421023161	0.44590919
lp_1530	0.2506254825	0.3315534553
lp_1531	0.0424587615	0.9016190709
lp_1532	0.1788595332	0.6105641093
lp_1533	0.1071110513	0.7212444292
lp_1534	-0.019132032	0.9706615249
lp_1535	0.0935672752	0.8312049976
lp_1539	0.2362844238	0.4274997945
lp_1540	0	1
lp_1541	-0.04397748	0.8913574179
lp_1543	0.6198961937	0.0018354888
lp_1544	0.2611558282	0.4100708696
lp_1545	0.34103669	0.063126259
lp_1546	-0.8689348798	0.0042982935
lp_1548	0.1143258919	0.7954038402
lp_1549	0.2189156081	0.5850057335
lp_1552	0.3078692381	0.7029801772
lp_1553	-0.1537712112	0.584813606
lp_1554	0.390796467	0.1384566821
lp_1555	-0.0816899784	0.8249399675
lp_1556	0.36232742	0.0961140753
lp_1557	0.2134911127	0.3584558642
lp_1558	0.1259343087	0.6383358883
lp_1559	0.1326179868	0.6615478093
lp_1561	-0.4062462596	0.025912464
lp_1562	-0.3946108719	0.0277561895
lp_1563	-0.1417163035	0.6881274573
lp_1564	-0.8321585068	1.49E-005
lp_1565	-0.839038881	0.0004328685
lp_1566	0.0850246989	0.9120001514
lp_1567	0.1223557626	0.6380230462
lp_1568	-0.1014402232	0.7443311202
lp_1570	0.1630351636	0.6848558593
lp_1571	0.2751286067	0.4338456394
lp_1572	0.3396183824	0.1010925174
lp_1573	0.2630727255	0.2057050204
lp_1574	0.7050627192	0.0011932353
lp_1576	0.2410581572	0.4134037438
lp_1577	0.2854963615	0.6344420801
lp_1578	0.3253576845	0.2493868079
lp_1579	0.3235695825	0.2140551945
lp_1580	-0.4561058724	0.017625343
lp_1581	-0.2383872598	0.2719966056
lp_1583	-0.0744200832	0.8453123534
lp_1584	-0.0599048573	0.8692738103
lp_1585	-0.041815484	0.9060290498
lp_1586	0.3703443612	0.1010925174
lp_1587	-0.1297115731	0.8619555409
lp_1591	0.170210986	0.5237388884
lp_1592	0.0270159407	0.9660340267
lp_1593	0.0314526439	0.9409060337
lp_1594	0.0142152583	0.9727052771
lp_1595	0.3989556688	0.0325925909
lp_1596	-0.0113388931	0.9747642079
lp_1597	0.1378573444	0.6138405662
lp_1598	0.5774281472	0.0014572933
lp_1599	0.0274167663	0.9600806191
lp_1600	0.0646785249	0.8211939758
lp_1601	0.02461265	0.9666724975
lp_1602	0.037707152	0.9388939803
lp_1603	0.0135498245	0.9747642079
lp_1604	0.0426311113	0.8972523793
lp_1605	-0.1330846059	0.6417742823
lp_1607	-0.0117803892	0.9747642079
lp_1608	-0.0877057905	0.7719278855
lp_1609	0.0189562068	0.9747642079
lp_1610	-0.0739569133	0.807577032
lp_1611	-0.6366776838	0.0088412751
lp_1612	-0.1593444455	0.5407866256
lp_1613	-0.0717984303	0.829600067
lp_1614	-0.0266302229	0.9500191696
lp_1615	-0.1102644865	0.6990700802
lp_1616	0.1617213877	0.552779638
lp_1617	-0.0772743834	0.807577032
lp_1618	-0.0082858248	0.9813325706
lp_1619	0.0519529396	0.8642674372
lp_1635	-0.1149164035	0.6941684761
lp_1636	0.1187453945	0.7898481274
lp_1637	0.0613209394	0.9399419217
lp_1638	0.0082192235	0.9818873077
lp_1639	-0.2058883998	0.3818064601
lp_1640	-0.1699136993	0.5293077072
lp_1642	-0.2270312254	0.5442228472
lp_1643	-0.1346863695	0.7955970053
lp_1645	0	1
lp_1648	0.4596544206	0.0405612118
lp_1649	0.0001048794	0.9995824822
lp_1652	-0.3873970195	0.4305282643
lp_1653	0	1
lp_1654	0	1
lp_1655	0	1
lp_1656	0	1
lp_1657	-0.8905950985	0.0427663612
lp_1658	-0.7099161738	0.3018507071
lp_1659	-0.4300092045	0.0519044232
lp_1660	-0.5291423	0.0080121965
lp_1662	0	1
lp_1663	-0.8018484734	0.0484255813
lp_1664	-0.4839595721	0.2200014786
lp_1665	-3.2473412352	3.12E-031
lp_1667	0	1
lp_1668	-0.7755380311	0.0001044882
lp_1669	-0.7483608995	0.000147906
lp_1670	-3.7297028169	1.53E-022
lp_1671	-4.0434549615	3.85E-019
lp_1672	-4.5770347154	8.05E-028
lp_1673	-4.3495815246	1.03E-026
lp_1674	-4.3969503236	2.43E-029
lp_1675	-4.4986414921	2.37E-025
lp_1676	-4.5170665725	9.41E-031
lp_1677	-4.6197422214	6.25E-035
lp_1678	-4.6387247028	1.39E-038
lp_1679	-4.6530111879	8.90E-044
lp_1680	-5.0150418269	7.07E-037
lp_1681	-4.5885139232	1.33E-035
lp_1682	-4.6441972576	1.09E-035
lp_1684	0	1
lp_1685	-2.028886514	4.00E-021
lp_1686	-1.9403282352	2.98E-021
lp_1687	-1.1508094268	2.26E-008
lp_1688	-0.8544001755	0.011357481
lp_1689	-0.2364211556	0.6955170166
lp_1690	-0.0845505586	0.7898481274
lp_1694	-0.4225095858	0.2964606227
lp_1695	-1.6277148592	0.0082153246
lp_1696	-0.2082722637	0.7777036071
lp_1697	1.1874654554	1.89E-006
lp_1698	0.3716387459	0.2188627436
lp_1699	0.7605511301	0.0012860224
lp_1700	-0.0374902635	0.9399419217
lp_1701	0.088127757	0.8429777052
lp_1702	-0.392642246	0.2872289993
lp_1703	0.4172592417	0.0494633827
lp_1704	-0.0195538879	0.9725135136
lp_1705	0.1028535448	0.7798862397
lp_1706	0.0423044573	0.940945692
lp_1708	1.3519905208	1.02E-010
lp_1709	0.2127239283	0.5635372233
lp_1711	0.0986116424	0.7969734915
lp_1712	0.2455635179	0.3035388849
lp_1713	0.2878337751	0.1844569947
lp_1715	0.1363457867	0.6948560244
lp_1716	-0.0971351046	0.7932274109
lp_1717	-0.1667585676	0.7277382517
lp_1718	0.2397417882	0.5982616653
lp_1721	0.0977858584	0.8770065067
lp_1722	-0.636469272	0.1044071242
lp_1723	0.0720413322	0.8249399675
lp_1724	0.3308341179	0.1534634829
lp_1726	0.2831327694	0.3073710972
lp_1729	-0.3126775244	0.4195880433
lp_1731	-0.7094353591	0.0142157413
lp_1732	0.2004246208	0.5291581706
lp_1733	-0.0674622953	0.813641398
lp_1734	-0.1504759716	0.5407866256
lp_1735	-0.0784320763	0.8312049976
lp_1737	-0.016487379	0.9706615249
lp_1738	-0.0647437773	0.8410820652
lp_1739	0.1871134868	0.4025363397
lp_1741	0.2904092316	0.1444411236
lp_1744	-0.1308223823	0.8701476413
lp_1745	0.7920793627	0.2058411874
lp_1746	-0.2768305206	0.6990700802
lp_1747	0.498068027	0.0297943864
lp_1748	0	1
lp_1749	0	1
lp_1750	0	1
lp_1751	-0.2564210675	0.2848116949
lp_1752	-0.400369227	0.1104820166
lp_1753	0.3097563247	0.5646881967
lp_1754	0.1083848396	0.85796004
lp_1756	0.1821345606	0.4216625161
lp_1760	-0.1657105373	0.6311496967
lp_1762	-0.3201039914	0.5195556628
lp_1763	0.1197443952	0.8388982235
lp_1779	0.0130698938	0.9747642079
lp_1780	-0.0343380439	0.9706615249
lp_1781	0.0544777117	0.8899862206
lp_1782	0.1214171978	0.7260421689
lp_1783	0.0978009652	0.7365616418
lp_1784	0.2453538171	0.3236976359
lp_1785	2.2229855901	4.06E-020
lp_1786	0.1758891539	0.6791124598
lp_1787	-0.2702627904	0.3851980253
lp_1788	-0.2673320205	0.5237388884
lp_1789	-0.4671211387	0.0656223553
lp_1790	1.0930141659	0.0008586859
lp_1793	0.0806049108	0.829600067
lp_1795	0.6278947928	0.0008216606
lp_1796	-0.0706654383	0.813641398
lp_1797	-0.2184678612	0.4301534567
lp_1798	-0.0177984731	0.9803444631
lp_1801	0.2809143356	0.2508444695
lp_1803	-0.2115514544	0.6501176311
lp_1805	-0.1275874732	0.7194421912
lp_1806	0.2615427965	0.3725076646
lp_1807	-0.0815195496	0.8789651747
lp_1809	-0.3130515517	0.2074750606
lp_1811	-0.1230043228	0.6829496726
lp_1812	0.0449202959	0.9315669025
lp_1813	-0.4121326001	0.1272506825
lp_1814	0.0299413491	0.9600794233
lp_1815	-0.2115688447	0.5434366614
lp_1816	-9.6279142058	1.11E-253
lp_1817	-8.6073608803	4.88E-277
lp_1818	-2.4465000105	2.83E-028
lp_1819	-3.0253326025	1.08E-051
lp_1820	1.0356504013	1.79E-008
lp_1821	-0.0704872528	0.8552898877
lp_1822	-0.2817041984	0.4301534567
lp_1824	1.1369401547	0.0053362515
lp_1825	1.4427772607	5.62E-007
lp_1833	-0.8221354311	8.18E-005
lp_1834	0	1
lp_1835	0.8811993813	4.85E-006
lp_1836	0.6081698478	0.025912464
lp_1837	0.2547441059	0.3561219543
lp_1838	0.0967179546	0.813641398
lp_1842	-0.0289905596	0.9489861993
lp_1843	0.0910974455	0.7740624414
lp_1845	-0.0825468069	0.7887037964
lp_1846	-0.1197665303	0.7034087796
lp_1847	-0.0219837938	0.9634290755
lp_1848	0.2142839796	0.3513692888
lp_1850	0.0367615715	0.9190253151
lp_1852	-0.0008673762	0.9992402294
lp_1853	0.055824782	0.8787646792
lp_1854	0.1738864107	0.5236317299
lp_1856	0.5770343412	0.0533030143
lp_1857	0.1843260966	0.6767680641
lp_1859	-0.9804370901	0.0017008665
lp_1860	-0.8164099632	0.0029331049
lp_1863	-0.3194606108	0.1412513246
lp_1864	0.0708537967	0.813641398
lp_1865	0.0223518961	0.9706615249
lp_1866	-0.1453726285	0.624691821
lp_1867	0.082493802	0.7748736165
lp_1868	0.0522336346	0.8770065067
lp_1869	0.0412772424	0.9120001514
lp_1870	0.0919675877	0.7792861612
lp_1871	0.0882222217	0.7781298054
lp_1872	0.3239398551	0.0826841397
lp_1873	0.1047659091	0.7443311202
lp_1874	0.2771915328	0.2454117929
lp_1876	0.4907741421	0.016416204
lp_1877	0.475377947	0.006141644
lp_1879	0.1159062232	0.7463052893
lp_1881	0.3177913435	0.1024848262
lp_1882	0.1480128433	0.5975637006
lp_1883	-0.0877782188	0.7708123967
lp_1884	-0.0031740134	0.9934876429
lp_1885	0.6328886258	0.0004166866
lp_1886	0.7015060055	0.0014852396
lp_1887	1.5267457793	1.14E-016
lp_1888	0.0825540542	0.8333967762
lp_1889	0.0793673634	0.7864410046
lp_1890	0.2732079498	0.215765156
lp_1891	0.1528946471	0.6179215993
lp_1892	0.057852857	0.8770065067
lp_1893	0.0349909265	0.9235149173
lp_1894	0.2104592456	0.6019301494
lp_1897	0.1307104632	0.6614903123
lp_1898	-0.1584009865	0.5982616653
lp_1899	0.0634229081	0.8271972929
lp_1904	0.2949154091	0.1412162526
lp_1905	0.2284247741	0.3804179549
lp_1906	0.2289282072	0.3447118662
lp_1908	0.3087802825	0.1176124894
lp_1909	-0.7967140705	0.0207711163
lp_1910	-0.666007284	0.0255090447
lp_1911	0.0840513958	0.8249399675
lp_1912	-1.0190599921	0.0005322709
lp_1913	-0.6259597394	0.0232253481
lp_1914	-0.7933000744	0.0016404463
lp_1915	0.0463658263	0.9245836689
lp_1918	-0.3423225498	0.2684961133
lp_1921	0.3934505111	0.1547590213
lp_1922	-1.1597325959	8.56E-007
lp_1923	-0.3543226567	0.111322989
lp_1925	1.4504864334	1.30E-012
lp_1926	-0.3140979364	0.4051563777
lp_1927	-0.4179956818	0.20338479
lp_1928	-0.0109816544	0.9832189537
lp_1929	0.2381538211	0.6351258765
lp_1930	0.4154510706	0.1152778783
lp_1931	-0.7586278734	0.0002045211
lp_1933	-0.7901029085	0.0406463551
lp_1934	0.101720933	0.8626496681
lp_1936	0	1
lp_1937	0	1
lp_1938	-0.4845617109	0.0591260862
lp_1939	-0.3224829379	0.3062426468
lp_1943	-2.0367185097	6.96E-026
lp_1944	-1.9036035874	3.28E-009
lp_1945	-1.3963274399	0.0005322709
lp_1946	0	1
lp_1947	-0.7303293734	0.0126423476
lp_1948	-1.0453720021	0.0036038621
lp_1949	-0.5608336178	0.1044071242
lp_1955	-2.9260428486	7.08E-028
lp_1956	0.0647381275	0.8638271638
lp_1957	-0.1864638772	0.6095049473
lp_1958	0.119037812	0.7781298054
lp_1959	0.0298809411	0.9664133039
lp_1964	0.239595838	0.2748719508
lp_1965	0.1466531724	0.5407866256
lp_1966	-0.0665622674	0.8333967762
lp_1967	-0.0669118406	0.8255574908
lp_1968	-0.0803104384	0.8189482511
lp_1969	-0.0302688172	0.940945692
lp_1970	-0.0956606246	0.7490037249
lp_1972	0.028001918	0.9462932363
lp_1973	0.1575492759	0.7029801772
lp_1974	-0.079624038	0.8536460939
lp_1975	0.5096037943	0.1639294256
lp_1976	0.1763451299	0.4688575938
lp_1977	0.1248115061	0.6732178342
lp_1978	0.1897140564	0.4564260172
lp_1979	0.5174301811	0.0963648162
lp_1980	-0.0812442219	0.7961899176
lp_1981	-0.135153065	0.6320243166
lp_1982	0.1971501441	0.3913165855
lp_1983	0.3240517804	0.3659995954
lp_1985	-0.3117647694	0.1953709825
lp_1986	-0.0960739424	0.7772041357
lp_1987	-0.1025307808	0.719133933
lp_1988	0.1030847432	0.6953658418
lp_1989	-0.121051162	0.765248471
lp_1990	-0.1449618963	0.6417742823
lp_1991	-0.0661358199	0.8770065067
lp_1992	-0.0836992658	0.8552898877
lp_1994	-0.9921992083	2.93E-010
lp_2015	-0.4508842779	0.0156689088
lp_2016	-0.1201340383	0.6574553592
lp_2017	-0.2241245721	0.5796745302
lp_2018	-0.1710497653	0.6577502085
lp_2019	-0.1099849568	0.6924771636
lp_2020	-0.2602070051	0.6501176311
lp_2021	-0.2003923734	0.6501176311
lp_2026	-0.1625231807	0.5203692284
lp_2027	-0.1922583984	0.4159980559
lp_2028	-0.2789328329	0.2188627436
lp_2029	-0.2106397407	0.3659995954
lp_2030	0.2836224686	0.2457253901
lp_2031	-0.114736409	0.7207840682
lp_2032	0.1432792003	0.6422063835
lp_2033	-0.3178733127	0.6157833735
lp_2034	-0.015762046	0.9813325706
lp_2035	-0.2105229514	0.6667943705
lp_2036	-0.3113715066	0.6622127138
lp_2037	0.1000398781	0.8724656972
lp_2039	0.0288843762	0.944410049
lp_2040	-0.0285190677	0.9459955491
lp_2041	0.0345954254	0.9245112828
lp_2042	-0.0125265336	0.9747642079
lp_2043	-0.0937534644	0.7508718599
lp_2044	0.0768454586	0.8189482511
lp_2045	0.1506379687	0.5407866256
lp_2048	-0.0059896794	0.9832189537
lp_2049	-0.0828706173	0.7933398748
lp_2050	-0.0294180567	0.9522180684
lp_2054	0.1452424464	0.6311496967
lp_2055	0.0359004234	0.940945692
lp_2056	-0.4580856403	0.0056924696
lp_2057	-0.0353088634	0.9287810975
lp_2058	-1.2086180263	0.0056924696
lp_2059	-0.6978359108	0.0001280061
lp_2060	-0.1467865975	0.6424381606
lp_2061	0.340186367	0.3590466868
lp_2062	1.2500486807	8.98E-008
lp_2063	0.066044198	0.8552898877
lp_2066	-1.7273678957	1.47E-012
lp_2067	-0.4568492923	0.0337990573
lp_2068	-0.1357526007	0.7093323685
lp_2069	0	1
lp_2071	-1.4770816343	8.08E-017
lp_2081	-0.2264569199	0.6501176311
lp_2082	0.1886636703	0.6383358883
lp_2083	0.0408518442	0.9222226553
lp_2084	0	1
lp_2085	0.0327418409	0.940945692
lp_2086	0.1348774673	0.6488654635
lp_2087	-0.0871202712	0.7683316182
lp_2088	-0.236042505	0.5170357432
lp_2089	-0.3290427721	0.1737856681
lp_2090	-0.1763537915	0.5426426932
lp_2093	-0.1889717477	0.6144960519
lp_2094	-0.2103081358	0.3732366528
lp_2095	-0.1058557976	0.8239959517
lp_2096	-0.4523060772	0.1656474572
lp_2097	-0.3021663101	0.3632595744
lp_2098	0.0208877563	0.9747642079
lp_2099	0.8955265202	8.94E-005
lp_2100	0.9235528154	8.55E-005
lp_2102	0.917769181	8.49E-006
lp_2104	1.0617269015	0.000185241
lp_2106	1.0512310602	0.0032457472
lp_2107	1.3012737352	1.88E-006
lp_2108	1.06166293	0.0006721861
lp_2109	-0.0146653432	0.9726575967
lp_2110	-0.0078228546	0.9813325706
lp_2111	0.0138465742	0.9726575967
lp_2112	-0.1258757238	0.7029801772
lp_2113	0.3828992742	0.0519044232
lp_2114	0.6423583306	0.0036828822
lp_2115	0.5139504975	0.035309798
lp_2116	0.0074209029	0.9832189537
lp_2118	0.0827552147	0.7887037964
lp_2119	0.0184586659	0.9676846236
lp_2121	0.5541210629	0.0180300744
lp_2122	0.2056966455	0.3575730774
lp_2123	0.3276231136	0.1636829924
lp_2125	0.1055999227	0.7844263809
lp_2126	0.0626571287	0.8741730046
lp_2128	0.460643813	0.0082465499
lp_2129	0.2172778282	0.4147543065
lp_2130	0.1537146622	0.6667943705
lp_2131	1.0852132638	1.18E-006
lp_2132	-0.0669335657	0.829600067
lp_2133	-0.2951280152	0.3249669832
lp_2134	0.0624812244	0.8770065067
lp_2135	0.1056109931	0.8351068494
lp_2136	-0.3546842356	0.0826147448
lp_2137	-0.5525760189	0.0005308684
lp_2141	-0.850269281	2.80E-005
lp_2142	-0.4883937963	0.0427505735
lp_2143	-0.4764223838	0.1283147963
lp_2146	0.1448594099	0.584813606
lp_2147	0.096802833	0.7887037964
lp_2149	0.1141646095	0.784318512
lp_2150	-0.1561919155	0.6615478093
lp_2151	-0.0332834406	0.9493913468
lp_2152	-0.2358710323	0.4431585081
lp_2153	-0.1970648304	0.5655925787
lp_2154	-0.3688388232	0.1959820629
lp_2155	0.0120495191	0.9747642079
lp_2156	-0.1365369804	0.7412727588
lp_2157	-0.1590974927	0.7260421689
lp_2158	-0.0607339417	0.8443953288
lp_2159	0.0479629957	0.8701476413
lp_2160	0.0507234167	0.8979465317
lp_2162	-0.0171388067	0.9706615249
lp_2166	-0.5597600574	0.0007300952
lp_2168	-0.3188679034	0.0881890622
lp_2169	-0.1489401059	0.6677377304
lp_2170	-0.0942858029	0.8211939758
lp_2173	0.1714840997	0.7261979967
lp_2174	-0.2785237345	0.6441166163
lp_2175	0	1
lp_2176	0.017184854	0.9747642079
lp_2177	-0.0399032751	0.9306392469
lp_2178	0.001657703	0.9968102065
lp_2179	0.1128747466	0.6791124598
lp_2180	0.2018164711	0.3660002421
lp_2181	8.61E-005	0.9995824822
lp_2182	-0.2241689986	0.5249214283
lp_2183	0.1169669318	0.7490552087
lp_2185	0.1565740076	0.5203692284
lp_2187	-0.0327664567	0.9399419217
lp_2189	0.1327133427	0.6426972046
lp_2190	-0.0470590656	0.8958571099
