# HAN (c) Todt
ID	WCFS1.glc.over.NC8.glc	fdr.WCFS1.glc.over.NC8.glc
lp_2191	-0.1226649919	0.6635963606
lp_2192	0.0079893049	0.9813325706
lp_2193	0.0068093756	0.9832189537
lp_2194	-0.0553468335	0.8574117762
lp_2195	-0.2174908228	0.4087456582
lp_2196	-0.158933108	0.5281576553
lp_2197	-0.1231678005	0.6351258765
lp_2199	-0.0013240479	0.9975410756
lp_2200	-0.1217387872	0.6667943705
lp_2201	-0.200523334	0.6311496967
lp_2202	-0.2288994832	0.4747750275
lp_2203	-0.1607476057	0.7304521423
lp_2205	-0.2123442887	0.43144299
lp_2206	0.0246875268	0.9661853816
lp_2210	0.3076797905	0.1926637049
lp_2211	0.0666358913	0.8575882599
lp_2212	0.2462628576	0.4120699926
lp_2213	-0.117456481	0.74730947
lp_2215	0.3159998349	0.1257140367
lp_2216	0.0172559814	0.9747642079
lp_2217	0.379036233	0.0377412736
lp_2218	0.0082373165	0.9832189537
lp_2219	-0.1266899819	0.7029801772
lp_2220	-0.145948774	0.6144960519
lp_2221	0.0239462211	0.9600806191
lp_2222	0.08539577	0.7708123967
lp_2223	0.2122349747	0.4688575938
lp_2225	0.0572404303	0.8577149288
lp_2226	0.0192476367	0.9727052771
lp_2227	-0.116011831	0.784270168
lp_2228	-0.1094130381	0.7207840682
lp_2229	-0.0549449621	0.8770065067
lp_2230	0.0122497319	0.9747642079
lp_2231a	0.2576890501	0.5690067844
lp_2231b	0.1444003984	0.7898481274
lp_2231c	0.2602292553	0.2058867052
lp_2232	-0.3113430167	0.1519251635
lp_2234	0.2613741673	0.3308801707
lp_2235	-0.009423002	0.9795149744
lp_2236	-0.1281967404	0.6829496726
lp_2237	0.0931806791	0.7601630811
lp_2238	0.248587048	0.3632595744
lp_2240	0.1067513147	0.7107448666
lp_2242	-0.0722944837	0.8120844908
lp_2243	-0.0189160651	0.9706615249
lp_2244	0	1
lp_2246	0	1
lp_2247	0	1
lp_2248	0	1
lp_2249	0.1833003864	0.8333967762
lp_2251	0.0195106336	0.9664133039
lp_2253	-0.0743088701	0.8189482511
lp_2254	-0.044113588	0.9489861993
lp_2255	-0.1353166269	0.7107448666
lp_2256	-0.0712224974	0.8078083559
lp_2258	0.0651492318	0.8536460939
lp_2259	0.0852619313	0.8127639056
lp_2260	-0.1867636389	0.4299277991
lp_2261	-0.2143210236	0.5407866256
lp_2262	-0.2415391473	0.3523314182
lp_2263	-0.4140096283	0.025823194
lp_2264	-0.4931394845	0.0051611041
lp_2265	-0.3418962011	0.3956468057
lp_2266	0.0030760389	0.9948999641
lp_2267	-0.3398741554	0.20473206
lp_2268	-0.349876784	0.1280612463
lp_2269	-0.2021920984	0.4006907113
lp_2270	0.2923392627	0.2036426005
lp_2271	0.219211717	0.3513692888
lp_2272	-0.2222866906	0.381280673
lp_2273	0.2102827947	0.6376137834
lp_2274	0.3288227049	0.1024848262
lp_2275	0.4402223948	0.037032606
lp_2277	0.0571684867	0.8619555409
lp_2278	-0.0501305058	0.8804349593
lp_2279	-0.1207588406	0.6311496967
lp_2280	-0.6017746363	0.0139710999
lp_2281	-0.1374536724	0.6233236662
lp_2282	-0.1124116196	0.7243154999
lp_2285	0.0510222939	0.8795147513
lp_2286	-0.1122615953	0.6841383316
lp_2287	-0.021289816	0.9664133039
lp_2289	-0.0361684813	0.9405285933
lp_2292	0.0846533637	0.8643744027
lp_2297	0.0646901712	0.860921811
lp_2298	0.1050605033	0.6975718204
lp_2299	-0.0517376362	0.8804349593
lp_2300	-0.0182340151	0.9676846236
lp_2301	-0.1600686154	0.5293077072
lp_2302	-0.6965597427	2.63E-006
lp_2303	-0.2682867159	0.2637178792
lp_2304	-0.4641142818	0.0079933587
lp_2305	-0.3388302301	0.0739720705
lp_2306	-0.3252888712	0.0676813586
lp_2308	-0.021030889	0.9664133039
lp_2312	-0.2289658859	0.2873164485
lp_2313	-0.4125528952	0.0681601564
lp_2314	-0.5288123114	0.0099969073
lp_2315	0.0679373857	0.813641398
lp_2316	0.1059759977	0.6955170166
lp_2317	-0.1869735555	0.6501176311
lp_2318	-0.0075719327	0.9832189537
lp_2319	-0.0960183642	0.7570843428
lp_2320	0.0287691917	0.9581773098
lp_2321	-0.3478496671	0.1442216795
lp_2322	-0.7834585226	2.50E-006
lp_2323	0.015529699	0.9706615249
lp_2325	-0.4088324993	0.0171639533
lp_2326	-0.463853601	0.0085696735
lp_2328	0.0711886068	0.8098897521
lp_2330	-0.280384925	0.2647766665
lp_2331	-0.0146724301	0.9747642079
lp_2333	-0.4780614812	0.0174672681
lp_2334	0.9506343034	2.27E-005
lp_2335	0.9520257158	0.0026302128
lp_2336	-0.2665322628	0.2982853286
lp_2337	0.0569300841	0.9012347628
lp_2339	-0.0356899293	0.9549292603
lp_2340	0.0754773842	0.7961899176
lp_2341	-0.0159224575	0.9727052771
lp_2344	-0.3022696974	0.2762832893
lp_2345	-0.0557375517	0.8619555409
lp_2346	0.1500514865	0.5668169204
lp_2347	0.3056238597	0.1097461483
lp_2349	0.1761023122	0.4395780338
lp_2350	-0.4250868055	0.0898593104
lp_2351	-0.3919791082	0.0537276099
lp_2352	-0.4855706174	0.0432429527
lp_2353	-0.1766663925	0.7412727588
lp_2354	-0.1889434248	0.5785665033
lp_2357	-0.12770432	0.6732178342
lp_2358	-0.2301097076	0.2891656135
lp_2359	-0.3437314086	0.0857244575
lp_2360	0.1041694112	0.7933398748
lp_2361	-0.0786474208	0.7810604913
lp_2363	0.0225106105	0.9664133039
lp_2364	0.0002851729	0.9995824822
lp_2365	-0.0153963008	0.9714891714
lp_2366	-0.0166593489	0.9714824517
lp_2367	-0.0246815848	0.9661853816
lp_2368	0.0195846905	0.9661853816
lp_2369	-0.2320622775	0.7489305835
lp_2370	-0.1268486173	0.7772041357
lp_2371	-0.2703367786	0.3451563838
lp_2374	-0.2815591652	0.2523569089
lp_2375	0.0568107846	0.8638271638
lp_2376	-0.1785175334	0.5179163453
lp_2377	-0.2402293795	0.381280673
lp_2378	0.0142062808	0.9726575967
lp_2379	0.1423276862	0.6596182767
lp_2380	0.0581026414	0.86902726
lp_2382	0.0097256812	0.9803444631
lp_2384	-0.1519723084	0.586654756
lp_2385	-0.3353878373	0.2060518265
lp_2388	-0.567970258	0.1164904585
lp_2390	0.263178709	0.3426312118
lp_2391	0.3077691158	0.4025363397
lp_2393	-0.1706545563	0.6144960519
lp_2394	-0.1227987245	0.7049673079
lp_2395	-0.0693393782	0.8647348201
lp_2396	1.431842123	9.75E-006
lp_2397	-0.404302828	0.0613299905
lp_2425	-1.8332604578	0.0122902078
lp_2457	-0.2505363902	0.7290939464
lp_2482	0.2009681347	0.5326349435
lp_2483	0.2517046156	0.3344240591
lp_2484	-0.7941084662	0.0730552368
lp_2485	-1.1145497814	4.05E-006
lp_2486	-1.2101685851	3.56E-010
lp_2488	-3.1951529886	1.78E-009
lp_2488a	-3.2919350262	6.82E-005
lp_2488h	0	1
lp_2499	-0.222159137	0.7525000655
lp_2502	-0.2074661537	0.4087456582
lp_2503	0.1004503208	0.7277382517
lp_2504	0.1101591832	0.6845596446
lp_2505	-0.062953893	0.8249399675
lp_2506	-0.1443306117	0.6233236662
lp_2507	-0.0961092658	0.7772041357
lp_2508	0.0970952407	0.7863853768
lp_2509	0.7337999494	4.54E-005
lp_2512	-0.4330434856	0.1459171177
lp_2513	-0.968758083	0.0014545258
lp_2514	-0.6220489051	0.0661963452
lp_2515	0.8893991193	6.25E-006
lp_2516	0.1471019035	0.8577939249
lp_2519	-0.3973105348	0.0625616223
lp_2520	0.2403911046	0.4157209639
lp_2521	0.2887789328	0.3856429395
lp_2522	0	1
lp_2523	0	1
lp_2524	1.0266212561	6.46E-008
lp_2525	0.1105866015	0.6791124598
lp_2526	0.1963886249	0.4034356836
lp_2529	0.1608486246	0.7802045174
lp_2532	-0.2199620244	0.4205753605
lp_2534	-0.3717658063	0.0898593104
lp_2535	0.442090002	0.3060345832
lp_2536	0.822475085	0.0740798739
lp_2537	0.9950399078	0.2762832893
lp_2541	0.4460910522	0.041192661
lp_2542	0.7468404875	0.0003194201
lp_2543	0.5659073156	0.0028660348
lp_2544	-0.0213581208	0.9706615249
lp_2548	0.1964450218	0.5777494949
lp_2549	0.2012389818	0.6720417721
lp_2550	-0.3170314657	0.6646355011
lp_2551	0.0597710274	0.9623018551
lp_2552	0	1
lp_2553	0	1
lp_2554	0	1
lp_2556	0	1
lp_2557	0	1
lp_2558	0	1
lp_2559	0	1
lp_2560	0	1
lp_2561	0	1
lp_2563	0.5673170738	0.0549778037
lp_2564	1.9754205186	9.89E-024
lp_2565	-0.0318215906	0.9347857681
lp_2566	0.0121519515	0.9747642079
lp_2572	-0.2547994094	0.6736252816
lp_2573	0.7151448783	0.001735798
lp_2574	0.8316276958	6.95E-005
lp_2575	-0.308109818	0.4034356836
lp_2578	-1.1491077931	5.13E-006
lp_2579	-0.1398872377	0.7347649311
lp_2582	-0.108108542	0.7708123967
lp_2585	-0.4446666293	0.0393076138
lp_2586	-0.7791129708	0.0429872068
lp_2589	0.0831445063	0.8058079044
lp_2590	0.0478947087	0.9083927973
lp_2591	0.2440621515	0.363065623
lp_2593	0.1899019767	0.5407866256
lp_2601	1.4100972615	1.78E-009
lp_2602	1.1081920251	1.67E-007
lp_2603	0.001297252	0.9989098965
lp_2604	-0.6299245891	0.0121554183
lp_2606	-0.7588826993	0.0013732634
lp_2608	0.0339175835	0.9462932363
lp_2612	0.3500398038	0.1606646556
lp_2613	-0.5896134325	0.0052059139
lp_2614	-0.8504290545	0.0013950482
lp_2615	-0.6446718901	0.0396027218
lp_2616	-0.0993122669	0.8351068494
lp_2620	-0.4433021823	0.1067631542
lp_2621	0.0436727937	0.940945692
lp_2622	0.1175659583	0.7490552087
lp_2623	0.0331025227	0.9487431516
lp_2624	0	1
lp_2625	0	1
lp_2629	5.3054527389	1.33E-189
lp_2630	0	1
lp_2631	0.4297522157	0.016416204
lp_2633	-0.0284788152	0.9661853816
lp_2634	-0.1427725228	0.807577032
lp_2635	0.1531991293	0.7519017185
lp_2636	-0.0628639162	0.8287216549
lp_2638	0.6268873675	0.1807789572
lp_2641	0.2793002729	0.3809707056
lp_2642	0.0298589139	0.9615830765
lp_2643	-0.0853091578	0.8448961623
lp_2645	0.9750809605	2.88E-008
lp_2652	0.4246477078	0.0297471817
lp_2653	0.1171272119	0.7740624414
lp_2654	-0.2551903392	0.3669086805
lp_2658	1.0140341301	6.98E-008
lp_2660	0.0624086734	0.8453123534
lp_2661	0.0153963526	0.9747642079
lp_2662	0.3132473026	0.2253166087
lp_2663	0.2445630004	0.4945256382
lp_2664	0.0439412558	0.9040478509
lp_2665	-0.2345473903	0.4395780338
lp_2666	0.0038919225	0.9936673459
lp_2667	-1.007082039	1.28E-010
lp_2668	0.3736489221	0.0585294943
lp_2669	0.2918031331	0.2253166087
lp_2671	-0.1657259125	0.5407866256
lp_2673	0.2571430166	0.242038367
lp_2674	-0.0890784903	0.8577939249
lp_2675	-0.1488821311	0.6311496967
lp_2676	-0.4572226396	0.1192593344
lp_2677	-0.319477087	0.3513692888
lp_2680	-0.1396060133	0.6551796778
lp_2681	-0.035568588	0.9259391137
lp_2683	0.5650430704	0.0058737767
lp_2684	-0.0600370422	0.9235149173
lp_2685	-0.1970133167	0.7003211049
lp_2688	-1.2701980427	1.94E-005
lp_2689	0.0001563312	0.9995824822
lp_2690	0.332958618	0.1412513246
lp_2691	0.0115286451	0.9803444631
lp_2693	0.3111580978	0.1030709398
lp_2694	0.1459510636	0.5785665033
lp_2696	0.2258672135	0.5160619019
lp_2697	-0.4307782779	0.2200014786
lp_2698	-0.5730766252	0.0337253618
lp_2699	-0.8379287862	0.0030769241
lp_2701	-1.087778044	1.16E-005
lp_2702	-0.9726556819	0.000456297
lp_2703	-1.6902669706	1.68E-007
lp_2704	-0.6423328186	0.0006309848
lp_2708	0.1291303476	0.837389721
lp_2710	-0.5650438429	0.0046350408
lp_2712	-0.1949096776	0.4034356836
lp_2713	-0.1873706708	0.4747750275
lp_2714	-0.7624103277	0.0003472374
lp_2715	-0.9747148373	1.49E-005
lp_2718	-0.3684750189	0.2636559942
lp_2719	-0.2613308512	0.4256681348
lp_2720	-0.2247327192	0.4688575938
lp_2721	-0.1217819669	0.7611389446
lp_2722	-0.3712974319	0.1807789572
lp_2723	-0.4258002683	0.0681601564
lp_2724	-0.4769949481	0.0681601564
lp_2725	-0.3101694643	0.336168367
lp_2726	-0.3550690901	0.3415564628
lp_2727	-0.2764896948	0.3610614336
lp_2728	-0.39363762	0.1708109025
lp_2729	-0.1147476653	0.8096463491
lp_2732	0.0583071494	0.8770298247
lp_2733	0.2090664338	0.5402892154
lp_2734	-0.0523660808	0.8804349593
lp_2735	-0.0331552353	0.9487431516
lp_2736	0.0150722877	0.9747642079
lp_2737	0.2199251829	0.4833531755
lp_2738	0.1374444845	0.5945906434
lp_2739	-0.1539288722	0.6351258765
lp_2740	-0.8900597536	1.05E-006
lp_2741	-0.2777271269	0.4006907113
lp_2742	0.0148948126	0.9747642079
lp_2743	-0.154547748	0.534622522
lp_2744	-0.1426704619	0.6320243166
lp_2745	0.0005967138	0.9995824822
lp_2747	-0.4813044757	0.5237388884
lp_2748	0	1
lp_2749	2.2649274254	3.31E-009
lp_2751	-0.018853477	0.9706615249
lp_2753	-0.1969209486	0.4747750275
lp_2754	0.0224539306	0.9600806191
lp_2755	0.1896586785	0.568807783
lp_2757	-1.0137668596	2.34E-006
lp_2758	0.0260654809	0.9549666119
lp_2759	-0.0699343996	0.8513704574
lp_2760	-0.3270970996	0.2341920122
lp_2761	0.148411138	0.6246577318
lp_2762	0.1819192487	0.5140188954
lp_2763	-0.0716384536	0.8536460939
lp_2764	-0.166904511	0.6376137834
lp_2765	0.1449432209	0.6677377304
lp_2766	-0.0541720828	0.8958571099
lp_2767	-0.0137575772	0.9803444631
lp_2770	0.0313768046	0.9462932363
lp_2771	0.9641486294	0.0005408844
lp_2772	-0.374989495	0.1016472465
lp_2773	0.3214196521	0.3150096244
lp_2774	0.9127653711	0.0039097109
lp_2776	-0.9911212669	2.22E-007
lp_2780	-0.1494826356	0.6894014666
lp_2781	-0.4033107151	0.177790467
lp_2782	-0.1315405252	0.8820869923
lp_2783	0.1472606925	0.6311496967
lp_2785	-0.1604710145	0.661708783
lp_2786	0.4191993149	0.0344624412
lp_2787	0.3001896705	0.5730055733
lp_2788	0	1
lp_2789	-0.0181722632	0.9725135136
lp_2790	-0.1290430952	0.6829496726
lp_2792	0.0748162295	0.9016190709
lp_2793	0.1311758334	0.6488654635
lp_2794	0.2114169135	0.514716668
lp_2795	2.0380974274	1.50E-016
lp_2796	-0.2213737327	0.5480798406
lp_2797	-0.2229732043	0.6668403877
lp_2798	-0.0109749096	0.9813325706
lp_2799	-0.5119982878	0.0027067301
lp_2800	-0.2885658022	0.3804008451
lp_2802	-0.6436994149	0.0138003498
lp_2803	-0.2672790966	0.514716668
lp_2804	0.8529971419	0.0037720019
lp_2806	0.2793917694	0.7248777579
lp_2807	-0.0242586325	0.9623408074
lp_2809	-0.4014393175	0.1953709825
lp_2810	-0.3894458239	0.2457253901
lp_2812	-0.0092820448	0.9785382216
lp_2813	0.0054058403	0.9933920884
lp_2816	0.1298766607	0.7781298054
lp_2817	0.0604555917	0.9356364764
lp_2818	-0.6307258136	0.0006959127
lp_2820	-0.4971490181	0.0732710955
lp_2822	0.0149160266	0.9803444631
lp_2823	-0.3385469139	0.3851980253
lp_2824	-0.5760783907	0.0008752644
lp_2825	-0.7594442304	5.97E-006
lp_2826	0.3548409618	0.1152919717
lp_2827	-0.1591937863	0.584813606
lp_2829	0.0377209406	0.9315669025
lp_2830	0.435013477	0.0551276787
lp_2833	-0.4486235433	0.1306115126
lp_2835	-0.169145848	0.6941684761
lp_2836	-0.092337209	0.795174873
lp_2839	0.0117855859	0.9813325706
lp_2840	-0.1223191267	0.85796004
lp_2841	-0.0362313893	0.9657626731
lp_2842	-0.1689297904	0.7368082641
lp_2843	0.7696946099	5.55E-006
lp_2844	0.3339114874	0.1729901428
lp_2848	0.1706657912	0.7443311202
lp_2849	0.1289763535	0.6791124598
lp_2850	0.1504095436	0.6087729226
lp_2851	0	1
lp_2852	0	1
lp_2853	0	1
lp_2854	0.1089827733	0.813641398
lp_2855	-1.2323907248	0.0002954354
lp_2856	-0.6591895135	0.0126579674
lp_2857	-1.2870012672	3.99E-006
lp_2860	0.4365833645	0.0377412736
lp_2861	0.2619131309	0.3913165855
lp_2862	-0.1401459854	0.6667943705
lp_2864	0.0154805704	0.9726346382
lp_2865	-0.0887114004	0.7793987204
lp_2866	0.1784822143	0.568807783
lp_2867	-0.1417758359	0.6614903123
lp_2868	-0.0524618335	0.9012347628
lp_2870	-0.3533998308	0.4087456582
lp_2871	-0.4447218786	0.3638428657
lp_2872	1.1764664036	0.0001588291
lp_2873	1.1189302302	8.44E-006
lp_2874	0.8368764907	0.000591849
lp_2877	0.1968692988	0.4799012876
lp_2878	0.033807702	0.9306392469
lp_2879	0.4567337548	0.1024848262
lp_2885	1.8680306165	0.0164532761
lp_2887	0.4234130491	0.061304511
lp_2889	-0.5630150825	0.040223848
lp_2890	-1.2129662561	2.48E-007
lp_2893	-0.0173367791	0.9725135136
lp_2894	-0.0725996557	0.860921811
lp_2897	-0.1782027246	0.5407866256
lp_2901	-0.2956451488	0.2459971856
lp_2903	0.2190575947	0.4593479635
lp_2906	-0.5574699444	0.0099389227
lp_2907	0.0143344068	0.9785382216
lp_2909	0.0200824737	0.9706615249
lp_2911	0.8737425063	1.74E-005
lp_2912	0.0371805316	0.9136746274
lp_2913	0.3158250345	0.1418421145
lp_2914	0.3656852833	0.1751687195
lp_2915	0.0146284526	0.9795149744
lp_2917	2.0018524112	2.52E-007
lp_2918	-0.1281310111	0.7630976844
lp_2921	0.2516301647	0.5129609795
lp_2922	0.2040895141	0.5451870909
lp_2923	2.2467939931	6.51E-020
lp_2924	0.5719189665	0.0324161093
lp_2925	-0.1954610288	0.6092316362
lp_2926	0.8060486983	0.0009372647
lp_2927	0.160971992	0.74730947
lp_2930	-0.7908835222	0.0139710999
lp_2931	-0.8055807945	0.0002441838
lp_2932	-0.7437638254	2.52E-005
lp_2934	-0.249523055	0.2873164485
lp_2935	-0.1933897926	0.5160619019
lp_2936	-0.080794072	0.8223628746
lp_2937	0.0158790833	0.9706615249
lp_2940	-0.7219650773	0.0014853887
lp_2942	-0.1246089524	0.8098897521
lp_2943	0.4557135736	0.2852563115
lp_2945	0.0505986382	0.9256136993
lp_2948	0.9056187875	0.0013403585
lp_2949	0.2052372278	0.6732955901
lp_2952	0.1271583113	0.8162519703
lp_2953	-0.3187323529	0.5062943494
lp_2954	0.5359119241	0.1807789572
lp_2956	-0.5945025505	0.0205233043
lp_2959	0.5402634982	0.1150503998
lp_2960	-0.0699833436	0.8211939758
lp_2961	0.0410005228	0.9586637031
lp_2963	0.9390825271	0.0005308684
lp_2964	0.1469232733	0.8120844908
lp_2965	0.9320347557	0.0070591998
lp_2966	0.4183183935	0.0684258452
lp_2967	0.291146135	0.4593565875
lp_2968	-0.5666823511	0.0194636338
lp_2972	0.0523112691	0.940945692
lp_2973	0.0721560908	0.906869279
lp_2974	0	1
lp_2975	-0.3441081519	0.2230041311
lp_2976	0	1
lp_2977	0	1
lp_2979	0	1
lp_2981	0	1
lp_2982	0	1
lp_2983	0	1
lp_2984	0	1
lp_2985	0	1
lp_2987	0.045999174	0.9459955491
lp_2988	-0.3523562415	0.107071518
lp_2989	-0.1199162391	0.8312740933
lp_2991	-0.6735218902	0.0082430068
lp_2992	0.6503469853	0.0101742855
lp_2993	0.4686508708	0.1257140367
lp_2994	-5.207281612	5.56E-048
lp_2995	0.4693700053	0.1872070845
lp_2996	-0.1908210432	0.7090422118
lp_2998	0.7547136397	0.0150221768
lp_3001	0.5325489145	0.0718468998
lp_3002	0.0351781952	0.9493491302
lp_3003	0.0480800163	0.9131538933
lp_3004	-2.2029328633	1.01E-011
lp_3006	-0.704384463	0.0026410974
lp_3008	-0.846702067	0.0265564464
lp_3009	0	1
lp_3010	-1.4105073098	0.0164532761
lp_3011	0	1
lp_3012	-0.4440049767	0.3660002421
lp_3013	0.0548165305	0.9347857681
lp_3014	-1.1993794078	1.84E-008
lp_3015	-0.0994585257	0.7798862397
lp_3016	1.125098049	0.0001881569
lp_3017	-1.1635738716	2.61E-005
lp_3018	0.541567813	0.2200014786
lp_3019	-0.6756148733	0.0061871926
lp_3020	0	1
lp_3021	0.2343461536	0.4074802927
lp_3022	-1.4193357956	1.25E-010
lp_3023	-1.7236749021	1.43E-019
lp_3038	-0.2592240078	0.2567948299
lp_3040	-0.232455392	0.2286045924
lp_3042	-0.1167987545	0.7011762979
lp_3044	0.2434330384	0.4006907113
lp_3045	-0.2825219079	0.4250012174
lp_3047	0.3379884764	0.4351458708
lp_3048	0.1887279768	0.7641068311
lp_3049	-0.6091741668	0.0002705785
lp_3050	-0.0578048024	0.9600806191
lp_3055	-0.8613293434	0.0194636338
lp_3057	0	1
lp_3058	0	1
lp_3059	-0.4567239908	0.0251219271
lp_3060	-0.2822987354	0.336168367
lp_3062	0.0075093801	0.9847641827
lp_3063	0.1513917246	0.7891495875
lp_3064	0	1
lp_3065	0	1
lp_3066	0	1
lp_3067	0	1
lp_3069	-0.1652336151	0.6623675354
lp_3070	0.2701990012	0.4299277991
lp_3071	0.0251181987	0.9676846236
lp_3072	-0.4516041032	0.1046023702
lp_3073	-0.7212020344	0.029929111
lp_3074	0	1
lp_3075	-0.4615722253	0.0525114282
lp_3077	-0.7843580326	2.89E-007
lp_3078	0.6169917293	0.0849826194
lp_3081	2.0675391522	4.58E-017
lp_3082	1.0497003008	4.04E-005
lp_3084	-1.2977068425	2.46E-011
lp_3087	0.3055737296	0.4134037438
lp_3088	0.3669343405	0.2821317435
lp_3090	0.3986502653	0.1010925174
lp_3091	1.6228068736	1.02E-011
lp_3092	-0.1968577986	0.5130414976
lp_3093	-0.0314442021	0.950493476
lp_3094	0.6753347138	0.029929111
lp_3095	0.1969938374	0.5291581706
lp_3096	-0.1934210084	0.7463052893
lp_3097	-0.1353826539	0.8217795561
lp_3098	-1.2386953962	2.35E-005
lp_3099	0.0216073003	0.9785382216
lp_3100	0.12012517	0.7290939464
lp_3117	0.1250483281	0.8062453199
lp_3119	-0.1164965513	0.8098897521
lp_3120	0.0520284476	0.9218171301
lp_3122	0.2283348986	0.6066687211
lp_3123	0.1599867689	0.5785665033
lp_3124	-0.0663060887	0.9356364764
lp_3125	-0.296296852	0.4502473492
lp_3127	-0.3925309178	0.5203456846
lp_3128	1.4622093651	1.93E-017
lp_3134	-1.0476903112	1.96E-007
lp_3139	-0.5859688204	0.040223848
lp_3141	0	1
lp_3142	-0.3217081019	0.3844529175
lp_3143	0.1146368604	0.8351068494
lp_3150	-2.5746129505	4.37E-032
lp_3155	-0.8319881049	0.0122717026
lp_3169	0.3840042751	0.0797054205
lp_3170	0.2272748925	0.4349228321
lp_3171	0.2442725531	0.6066687211
lp_3172	-0.2037801901	0.6841383316
lp_3173	-0.1998940467	0.5203692284
lp_3174	0.5910960996	0.001378211
lp_3175	-0.2245838653	0.4006907113
lp_3176	-0.258005459	0.2200014786
lp_3177	1.2076660024	0.0056423208
lp_3178	1.4790575545	2.61E-005
lp_3179	1.4198591534	3.74E-012
lp_3183	0.128570168	0.7260421689
lp_3184	-0.0059877729	0.9847641827
lp_3185	-0.2358709195	0.3063618878
lp_3187	0.0588693004	0.9495158328
lp_3189	-0.2408798853	0.2568387108
lp_3190	-0.421384616	0.0911351594
lp_3191	-0.276190789	0.1695112214
lp_3192	0.180656423	0.6608793422
lp_3193	0.3464364594	0.0736273482
lp_3194	0.1083140799	0.6941684761
lp_3195	0.060429311	0.8640429928
lp_3196	-0.136009708	0.5942491078
lp_3197	-0.3825514092	0.5980499578
lp_3198	-0.2043300292	0.3753526388
lp_3199	-0.104325628	0.7510517486
lp_3200	-0.3349928301	0.1400379214
lp_3201	0.0056339097	0.9845326801
lp_3204	-0.6094297006	0.0006219863
lp_3205	-0.639577038	0.0155471367
lp_3206	0.1774087207	0.6544889978
lp_3207	0.6690611075	0.0020336074
lp_3209	0.2246924031	0.2873436558
lp_3210	0.4606686235	0.0429872068
lp_3211	0.453371957	0.0174039781
lp_3214	1.6791186383	6.99E-012
lp_3215	0.6406147349	0.3660002421
lp_3216	0.3664151887	0.3907866396
lp_3217	0.1437728564	0.6923961091
lp_3218	0.3294609881	0.2195995193
lp_3220	-2.8369519167	1.35E-015
lp_3221	1.184368484	1.45E-010
lp_3223	-0.3570902151	0.1152919717
lp_3224	0.5251956903	0.0492060284
lp_3225	0.9819741975	0.000144901
lp_3226	0.1803843385	0.5428187211
lp_3227	-0.0352770148	0.9224587404
lp_3236	0.4841511019	0.0191990115
lp_3237	1.6823567445	1.44E-009
lp_3238	0.093862786	0.7920857336
lp_3239	-0.7107182246	0.0113167194
lp_3241	-0.6005641824	0.0618017803
lp_3243	0.3679890521	0.5160619019
lp_3245	-0.1563555359	0.5728907189
lp_3246	0.887840269	1.05E-006
lp_3247	0.4362969945	0.2253166087
lp_3248	-2.007857904	6.84E-021
lp_3250	0.0483917196	0.9462932363
lp_3251	0.1375376752	0.8310088391
lp_3252	0.2765473768	0.2915484874
lp_3254	-0.2662213138	0.5073165404
lp_3255	-0.4617659571	0.1445921673
lp_3256	-1.3555964982	1.56E-008
lp_3257	-0.367769029	0.3843611124
lp_3259	-0.6329880702	0.0008503007
lp_3262	-0.4248146972	0.1588250368
lp_3263	-0.5572822424	0.13719164
lp_3265	0.1613842065	0.6501176311
lp_3266	-0.1932274423	0.5402892154
lp_3267	0.0632526982	0.8948855573
lp_3268	-0.788465232	0.0285414466
lp_3269	-0.0578371701	0.8596235762
lp_3270	-0.0283954151	0.9569448446
lp_3271	-0.3798270299	0.1266898422
lp_3272	0.28089904	0.5203829042
lp_3273	-0.3666332692	0.1493132673
lp_3278	0.7779655153	0.0474047471
lp_3280	0.0419450186	0.9615830765
lp_3281	0.0720747932	0.8804349593
lp_3283	1.9866877667	1.31E-023
lp_3284	0.5887115188	0.0450720392
lp_3285	0.5393889454	0.1201940194
lp_3286	0.1329208278	0.7920794224
lp_3287	0.1091423587	0.813641398
lp_3288	-0.1690250894	0.5648608934
lp_3292	-0.191086643	0.5160619019
lp_3293	-0.1780732205	0.5724335622
lp_3294	-0.1600892471	0.5385929882
lp_3295	-0.262007534	0.4025363397
lp_3296	-0.1854185199	0.5668169204
lp_3297	-0.188899347	0.5236317299
lp_3298	-0.2481738125	0.3479508137
lp_3299	-0.0886479712	0.8171022024
lp_3301	0.0921137507	0.8913574179
lp_3302	0.0118193489	0.9813325706
lp_3310	-0.2021785197	0.6086293834
lp_3312	0.4941333295	0.0333033045
lp_3313	-0.2675113957	0.2437930966
lp_3314	-0.2408764385	0.3591941427
lp_3316	-0.3222842118	0.3829213123
lp_3318	-0.3523192425	0.1653446408
lp_3319	0.128459227	0.7443311202
lp_3321	-0.0783461048	0.8958571099
lp_3322	0.3743953772	0.0795706896
lp_3323	-0.4740741144	0.0859053701
lp_3324	0.564175521	0.0043705323
lp_3327	-0.0528809554	0.906869279
lp_3330	-0.931553362	9.98E-006
lp_3333	-5.5788903818	2.93E-081
lp_3334	-0.6904513551	0.0026772241
lp_3335	-0.5728911816	0.0617072944
lp_3338	-1.8368049204	9.46E-011
lp_3339	-1.4140020199	0.0007172736
lp_3341	0.0158548785	0.9726575967
lp_3342	-0.035353602	0.940945692
lp_3343	0.8521021974	0.0012773655
lp_3344	0	1
lp_3345	0.018865331	0.9747642079
lp_3346	0.1029406879	0.813641398
